track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,streams
0Dljpp52vCmtXi0E94qjfo,"Maybe This Time - From ""Maybe This Time""",6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,0BGReR0ClYIme8zAabt53h,255608,2016-01-01,61,0.389,0.273,6.0,-7.697,1.0,0.0362,0.705,0.0,0.117,0.176,134.124,25943389.0
1x7DysraeqSgVgj95hHc3U,Araw-Araw Love,3PDFGpPl4ienSn5Vwisfrh,Flow G,4h5wKpTXHfEeYYZIIVOC8g,211278,2020-02-03,58,0.692,0.656,7.0,-7.452,0.0,0.0744,0.554,0.0,0.194,0.668,82.985,25886745.0
7hoP5NDUXEbmOawvEAsi8h,'Di Na Babalik,5HIZU0JzM0AgfItVOm4E08,This Band,0pFRzLxgSt9QlXKuukR8A4,340262,2019-02-03,4,0.358,0.435,10.0,-7.265,1.0,0.0349,0.00819,0.000936,0.112,0.14,76.132,25666653.0
5Seh4HfqT1mFnRJQswqz51,Your Song (My One and Only You),4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,38fR4iclLt6WMm1Zkzu0fq,223546,2018-07-27,62,0.507,0.367,6.0,-7.213,1.0,0.0285,0.726,0.0,0.0765,0.362,84.026,25361449.0
3Eb5sztvEMa0Mqnb8DUAlU,Come Inside Of My Heart,4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,5mGR6qKnpILzSzq1yyAUXk,246396,2019-01-18,80,0.676,0.565,10.0,-9.411,1.0,0.03,0.00321,0.000579,0.241,0.689,113.007,24483384.0
3VcVQmMivq2ISfKUmIuvMK,Rainbow,6ZgBJRjJsK1iOJGKGZxEUv,South Border,6bMej3xtNOTiiHLdhR4wzX,347120,2005-01-01,62,0.66,0.224,5.0,-13.426,1.0,0.0307,0.425,2.02e-06,0.101,0.382,88.011,23860006.0
761frfZtZ8I2g70UsjFfBK,I Need You More Today,3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,4TyVEjoScAou6qVjhXyYfp,233728,2016-12-02,5,0.474,0.522,11.0,-7.513,1.0,0.0408,0.36,0.0,0.123,0.448,157.225,23755669.0
0BaMZMMEG7GWrUYsoGw8Yg,Neneng B,3lFMRWaEWZlfXdBig97kks,Nik Makino,6sPZB93WloDhOq8PDNJ7UD,358015,2019-05-15,0,0.848,0.447,5.0,-10.56,0.0,0.078,0.24,0.0,0.0858,0.353,117.959,23526760.0
4IeuTj1pEHuL9vJSiEqEfR,Ligaya,31fsDbpNPKe346urriO4ma,mrld,0ccUyUkrIynFO5USku5IHH,248800,2021-10-06,73,0.458,0.533,0.0,-5.249,1.0,0.0381,0.447,0.0,0.114,0.343,149.832,23471090.0
3sWLOFGI7dNN6YBM1m1RKB,Miracle Nights,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,11gmNcKrZsOdtpQWT1GDvt,374117,2019-08-24,5,0.883,0.569,1.0,-8.727,1.0,0.0617,0.543,6.64e-05,0.0777,0.545,101.999,22609256.0
2iOnWSWcChoGmUufbrQ00e,Tagu-Taguan,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,05rQadwAVYTpNNnBoeTuj0,249160,2018-02-19,55,0.633,0.28,2.0,-11.192,1.0,0.0389,0.831,8.83e-05,0.113,0.152,87.963,22172352.0
2PcbtMoqOlGSzOfyJlkB06,Your Love - Dolce Amore Teleserye Theme,4BNWanhw4AjSXjBm9L1Jzy,Juris,6f5fch2BNaoKPL9E1oPmQI,250803,2016-01-01,54,0.52,0.309,2.0,-12.039,1.0,0.0534,0.597,0.0,0.102,0.177,150.098,22143577.0
14BG5B1EJSCyNpZt096xXc,"Patawad, Paalam",0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,4Lavp71TTVIdkw8yNY8LhA,323140,2019-06-14,49,0.472,0.288,2.0,-8.213,1.0,0.0318,0.865,1.01e-05,0.131,0.193,77.987,21965767.0
0sNZsYY8LSCCM4tC2y0zR1,Binhi,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3H8htbv4nP3HIjpOCbxm67,216774,2019-10-25,6,0.545,0.309,5.0,-10.235,1.0,0.0313,0.961,0.000733,0.189,0.232,123.767,21951836.0
1C3wg8sCIPqpNQx0wAL4DC,The Way You Look at Me,4U78sK2D3zASSB6oSR38GQ,Christian Bautista,0qEwvzXNVsPFK7eftFej7Q,207786,2004-03-25,61,0.485,0.29,1.0,-8.444,1.0,0.0321,0.817,0.0,0.111,0.333,134.168,21782474.0
6CHpr3pY2MbJ5y1076UDnI,The Day You Said Goodnight - Acoustic Version,6Ww3OMFzCaO33ulKh1LBFN,Hale,5www5PCOdkBpuNCanxeo6L,328533,2006-02-26,54,0.424,0.221,4.0,-9.279,1.0,0.0351,0.882,0.0,0.134,0.299,125.964,21745951.0
0087fDVeNhuyMtST91RMjv,Kundiman,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,08SEZDvRXrrNs1C2y73MLi,339053,2007,65,0.335,0.571,11.0,-4.711,1.0,0.0243,0.564,0.0,0.137,0.454,93.572,21675921.0
4isDU5tDNqFLQ5xQ9NgPmz,"Till My Heartaches End - From ""The Significant Other""",1mcqfNCReSFxun2vIWvC28,KZ Tandingan,6Mt2ypZ8Q48fAdqiVkw1kH,256923,2018-03-02,60,0.497,0.375,4.0,-6.386,1.0,0.0328,0.845,0.0,0.265,0.214,130.226,21554232.0
4v2yxWNY3WCzB0YS9QJZP4,Byahe,2U5mF0PZqGu6glnz55yY0y,John Roa,6GkdhbqD0GxO1YMan6eK2b,249184,2016-09-30,59,0.682,0.471,8.0,-9.486,1.0,0.053,0.565,0.00277,0.0919,0.56,126.618,21507136.0
1VvFtp71ibaXiHxurBlXuw,Before I Let You Go,0jarApAsbmiCkYhz0590mE,Freestyle,4VSBpjPHkZWpjr5m07AzZP,289266,1998-09-26,0,0.66,0.353,4.0,-12.108,1.0,0.0347,0.169,0.0,0.138,0.0812,120.084,21497755.0
7gfrASeOt73YWvpIv1fU8E,Higa,7uDdl5V5AETSFY7K3muu22,Arthur Nery,6oZQZu4rTUF0A8PtpZeLFF,245760,2019-10-25,72,0.656,0.336,9.0,-10.538,1.0,0.0434,0.453,0.0,0.106,0.182,125.058,21313327.0
1NopgVCMVhCKIm64tF7auX,With A Smile,7374lH6kwx9uQATYQ9H3Cp,Eraserheads,1IalzI8USuu4PB679HVV5C,278173,1994-11-01,63,0.328,0.465,6.0,-9.81,1.0,0.0328,0.72,2.16e-06,0.175,0.344,148.912,21106262.0
7C9Knp9FzLY6RwgktmW9Ge,BMW,0n4a5imdLBN24fIrBWoqrv,Because,4DMjaQksbK2Ccrevh7Qy1B,168205,2020-11-11,71,0.758,0.39,1.0,-9.799,1.0,0.0485,0.567,0.0,0.099,0.238,117.048,21066610.0
2q3LzfknBzye3xXjgiJBjS,When Scars Become Art,09wV1iFg4DBtreMGzepTaE,Gatton,6R6z9djotDZUhI7psuSM6G,287560,2018-10-28,68,0.524,0.114,11.0,-17.027,1.0,0.0507,0.929,0.0,0.917,0.314,119.818,20803929.0
3iZB3VUDerY5P96rhBKwKr,Dalaga,0YrWkiT8pKvEu71t5Yllj7,Arvey,0JImrioMnXvn5H3mZezAjD,192940,2019-06-21,56,0.889,0.566,0.0,-5.942,0.0,0.0618,0.179,0.000537,0.0325,0.937,95.953,20758081.0
35yw6wTQcItHtyrbCAQV9L,Ako Naman Muna,7yaaxrkMOWJZXpIYHkppDH,Angela Ken,2B1YkkWaxGUQ4yOioli1ZX,327058,2021-03-05,60,0.713,0.258,3.0,-14.231,1.0,0.036,0.823,0.0111,0.0838,0.214,102.008,20618571.0
5CHxZuUwZqeK7WU4fAQ0ub,Pelikula,09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,4NkcWiR6GiARbl7ANX9m4u,204693,2021-07-02,9,0.676,0.259,6.0,-12.127,1.0,0.0598,0.801,2.36e-05,0.115,0.314,75.031,20033103.0
6r7sdXUiKjgEx3I8GQRpSq,Chinita Girl,7Dhd8nNMvFdye1R3Y8wE6C,Lil Vinceyy,6VkTR76jTbFqzZ7xiuvaBs,238859,2020-03-06,52,0.702,0.49,1.0,-6.828,1.0,0.213,0.0618,0.0,0.076,0.59,103.021,20015523.0
1n94XVEMS40MCW52AyLGDs,Happy w u (feat. Jason Dhakal),7uDdl5V5AETSFY7K3muu22,Arthur Nery,6tNvMkhgMHVnKMgk5FdCvU,280714,2020-12-22,8,0.596,0.182,6.0,-16.004,1.0,0.0378,0.903,0.0,0.0909,0.268,111.734,19754775.0
1qoXYfWILyuN0EatImGlma,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",62WbvkXqQGvXQvw74GU3kQ,Morissette,2FDaAHJmC2h9G29zQG6mvc,258014,2015-01-01,59,0.528,0.603,6.0,-5.883,1.0,0.0296,0.216,0.0,0.304,0.482,185.998,19710933.0
7MrDfa1uQGVXx0JMZ2u5tN,Hayaan Mo Sila,2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,12DwmRcztX6NAZR0vQsYUF,367229,2018-01-13,55,0.708,0.704,5.0,-4.747,1.0,0.0624,0.71,0.0,0.066,0.71,80.018,19549200.0
0en1kxNAvVQxLpbteRTG7L,Ulap,7dFzqx2qyelGPiBKmdSEOT,Rob Deniel,6ciETtX9ufaXBFRClmnnNG,405738,2020-09-13,5,0.655,0.385,1.0,-8.967,0.0,0.0355,0.398,0.00564,0.112,0.429,120.016,19436511.0
50hVyhZM4nvizfrQe38F3l,Hindi Na Nga,5HIZU0JzM0AgfItVOm4E08,This Band,1nZbFWVgFXFLQZ067FQdV8,282442,2018-09-14,0,0.396,0.413,7.0,-11.566,1.0,0.0334,0.0877,2.95e-05,0.124,0.108,136.818,19433150.0
39V6cEoNFwDFRJEOKyj4OR,Let Me Be the One,4NeCu267LZemnoq44lZYKy,Julie Anne San Jose,7xq2b0gkMRI47DCek284HB,280413,2012,47,0.587,0.396,10.0,-8.722,1.0,0.0399,0.643,0.0,0.106,0.207,123.873,19408837.0
2S80c51YXgJQhkhX603fMA,Prinsesa,3nZa8vRD64ueq3d0JNYTsl,6cyclemind,1Im5BTDBghgM0NG75SaiC3,267293,2007-01-15,57,0.853,0.455,1.0,-9.589,1.0,0.0372,0.305,0.00329,0.125,0.522,118.32,19249079.0
6nQYJuqhIW2zKWAv1rZPM6,Kiss (Never Let Me Go),4VkqlQl3hGhxjchI34xp2V,Thyro,2LYmVp9WBKnBIgStuk99cr,259120,2011-11-29,5,0.618,0.652,0.0,-2.971,1.0,0.0313,0.0711,0.0,0.216,0.507,139.902,18832977.0
4aUf4lzQ1di5JajZ4a9FuI,"Torete - From ""Love You to the Stars And Back""",0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,3KAsMN6MZGAzb5cEuJBoyH,269583,2017-08-25,44,0.286,0.391,2.0,-5.8,1.0,0.03,0.359,0.0,0.18,0.218,174.858,18641991.0
4tyEfRWLgYkWQaowoHXoba,Kumpas - Theme of “2 Good 2 Be True”,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,553BAcjEAWT7R0TQjlazXA,268124,2022-05-13,76,0.545,0.269,5.0,-11.001,1.0,0.03,0.883,2.31e-05,0.0944,0.349,124.022,18569136.0
2wTxJWt2gA9a1Z94dTnPiI,Oks Lang,2U5mF0PZqGu6glnz55yY0y,John Roa,4P5GC4o3QsoFpxadnDeE9D,336369,2018-02-14,0,0.313,0.237,9.0,-14.538,1.0,0.0451,0.855,0.000386,0.0961,0.165,80.13,18325391.0
3HQirj18HMpG93YJBHGBl1,Pasalubong - feat. Moira Dela Torre,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,0UeeygFdIo8k7PgxpLEGWI,243612,2021-08-29,57,0.355,0.399,7.0,-8.091,1.0,0.0266,0.3,3.21e-06,0.088,0.2,69.448,18195393.0
0EA8jl8Wje9ALRKC8Qlzyt,Happy w u,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3wGtsGy8caFXddQMJau2kb,280714,2020-12-22,70,0.596,0.182,6.0,-16.004,1.0,0.0378,0.903,0.0,0.0909,0.268,111.734,18123372.0
5jLUKFlEJzOf6b6PCaohFI,I Want You Back,1SrWbIDP84JcSDr0oTBAQw,Matthaios,5aqPbNJP9Kgw3g2DzQFnNz,265247,2019-06-23,53,0.843,0.411,1.0,-11.46,0.0,0.42,0.675,0.0,0.179,0.515,94.999,18027734.0
5d9Rka4T0szdC1MobhtXrV,Paninindigan Kita,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,1hz1zGc3c7U5G7mIazQ2vW,312234,2022-05-01,73,0.624,0.596,4.0,-9.288,1.0,0.0308,0.107,0.0,0.357,0.75,113.204,17824992.0
0qt9ivU6UEP3YdNUiZsnYR,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,0TXpE1J3GKy0c03GRKEfof,236283,2017-12-15,0,0.556,0.625,0.0,-7.178,1.0,0.037,0.336,0.0,0.11,0.403,104.913,17568100.0
1ER60P43ftVOLaMRvBfpnt,Don't Know What To Do (Don't Know What To Say),2JEIN1g27pZdm3hKB9EwE5,Mark Carpio,6ZozvLGJfI8IEdQCTeivYc,167086,2017-10-11,56,0.658,0.491,1.0,-9.828,1.0,0.0267,0.416,0.0,0.0989,0.169,134.191,17176903.0
1KUZUkyEGDvWxT4l1D9gGF,Crazier,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,6VA0F9GSo9tASAQtUQkLmZ,233351,2021-07-01,17,0.59,0.148,7.0,-15.838,1.0,0.0349,0.856,0.0,0.0862,0.309,83.333,17059795.0
4T7CM071eEoHudiDShZlCJ,Tala,6aiCKnIN68hohzU3ZzNq48,Sarah Geronimo,42F8uTX1DR3OiaKVtrz3Gr,245053,2015-12-04,3,0.598,0.795,8.0,-1.602,1.0,0.0497,0.623,0.000193,0.0971,0.499,97.999,16930785.0
5yu0lVVW68f5VIzdjIJVQ6,Ang Wakas (feat. Trisha Macapagal),2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,0xrEjBZwug4gj5k5qHE22n,304000,2022-01-15,70,0.62,0.419,7.0,-6.334,1.0,0.0262,0.571,1.94e-05,0.0883,0.205,134.93,16704125.0
1A40ESJJPEEJrqjC9BUO2B,So Slow,0jarApAsbmiCkYhz0590mE,Freestyle,4VSBpjPHkZWpjr5m07AzZP,275906,1998-09-26,0,0.727,0.329,0.0,-9.09,1.0,0.0347,0.52,0.0,0.0899,0.401,106.202,16526311.0
13pv5UWJttg8NNplCaaOYh,Binibini,1SrWbIDP84JcSDr0oTBAQw,Matthaios,5vBydjf2nb8fTPij4rYb2D,137717,2020-03-18,51,0.851,0.352,0.0,-12.376,0.0,0.0749,0.737,0.0,0.121,0.536,115.028,16515251.0
47nJrlVeOWNEI4hppa7ha9,Passenger Seat,0AvtzKTYleNqdJXoZasQWG,Stephen Speaks,3GcOTdUSv22RTDjtyeLxHn,274245,2011-12-13,2,0.515,0.769,7.0,-5.696,1.0,0.0309,0.0453,0.00434,0.0961,0.653,153.046,16371577.0
07JZJ9YJRaiUAz9Bv8wgwH,Mabagal,5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,662p02ErqQk9DvBL38lqH7,226727,2019-08-02,44,0.356,0.339,5.0,-10.893,0.0,0.0369,0.508,3.28e-06,0.355,0.287,74.975,16267544.0
4r7vGTk9HCW7YDorNWoclF,Meron Nang Iba,4nGp682WMiKS4X217kPw8C,Silent Sanctuary,4xxRoePLdITFIhrzUhmOaQ,240360,2013-06-11,0,0.69,0.526,9.0,-9.939,1.0,0.0319,0.261,0.000233,0.113,0.608,116.076,16107864.0
6084YrOaMYkSSlPxDmzKGV,Urong Sulong,4HPuFCMUiNcV4f3ew0flbZ,Alisson Shore,1z90CQIiDzF9USalz0363B,267000,2018-08-06,64,0.746,0.35,2.0,-8.649,1.0,0.074,0.572,7.29e-06,0.118,0.612,80.026,16003881.0
2kRjoaqiyeS0Faus5wKztH,Ikaw Lang,6gcteR920pLEynlHzjSRYd,Kiyo,3EMkSD7V6DOoEAwk9pnOfa,241658,2019-05-10,33,0.705,0.499,7.0,-8.554,1.0,0.0714,0.317,1.64e-05,0.131,0.5,79.992,15892336.0
3U8MbjNAP56IrzpbEFn1qN,Pa-umaga,2G7VQ1kVhVfNagytlousgm,Al James,6d3mjDBVhzN8ianGFJsKKE,189019,2018-10-22,67,0.911,0.299,0.0,-17.179,1.0,0.0752,0.17,0.00201,0.0952,0.565,130.038,15455975.0
2Gh039ZAfydrM5IjiGlvEj,Akala,0lslA51eKXwTUY0TSX9Emy,Marion Aunor,0giiQAqGqHumXAA5WDUPsV,341167,2018-07-20,0,0.502,0.185,10.0,-11.423,1.0,0.0635,0.864,0.0,0.105,0.185,125.044,15199752.0
3PLARiBoxCpJFUMZhvV63x,Dalaga,0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,3WcPb5LktyXktr9ufHLm4v,297932,2018-07-23,3,0.94,0.499,8.0,-10.123,1.0,0.0825,0.535,0.000119,0.0889,0.537,109.962,15048723.0
5eFzCfsj3d0yWumdEldZwL,Midnight Sky,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,0VF88sHKjbSWtm1wFHTSAg,244426,2018-08-13,0,0.495,0.149,5.0,-8.379,1.0,0.0409,0.904,3.77e-05,0.109,0.179,120.322,14869764.0
0Fh6hgq979963fIxr2VBF2,"214 - From ""Alone/Together""",2uhjpR62cyl0U8HD38yFQ8,JM De Guzman,7H0I5J51zSxtXcHg862TZp,254024,2019-02-08,49,0.351,0.35,6.0,-8.861,1.0,0.0291,0.268,0.0,0.155,0.204,79.588,14794367.0
74jVIbukOhR0Am7YXKiJMM,Nakikinig Ka Ba Sa Akin,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,7gUQFe3Hx5cf8tWZ8XpWy5,260638,2020-07-01,53,0.448,0.51,0.0,-8.046,1.0,0.0289,0.694,0.0,0.188,0.325,155.88,14708320.0
1mTROTnvFi7uxGciL319Kb,Sa Dulo Ng Walang Hanggan - Sa Ngalan Ng Pag-Ibig Piano Version,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,2hT2tmiAlFVF4waIOHNWqA,342067,2018-12-09,58,0.605,0.336,11.0,-8.732,1.0,0.0362,0.828,0.0,0.104,0.198,127.907,14650132.0
2YreeV0asmC6tgM4IH2g5F,Pangga,1SrWbIDP84JcSDr0oTBAQw,Matthaios,6HKEH0dCMQ3Bc7sX13bR5d,195186,2020-05-10,52,0.765,0.437,9.0,-12.63,1.0,0.073,0.861,0.0,0.113,0.535,150.041,14621030.0
7xty20N3DMTVOVtDIS2Jov,"Dying Inside To Hold You - From "" All Of You"" Official Soundtrack",0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,55sWjGP1ghylhmMX3N17LU,236283,2017-12-15,53,0.556,0.625,0.0,-7.178,1.0,0.037,0.336,0.0,0.11,0.403,104.913,14427633.0
0BkKdJSpKqzYLEneerSHq3,Mau,6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,3azHsuEOzhMum29QnZUDqK,267013,2017-12-22,52,0.825,0.76,4.0,-5.286,0.0,0.0352,0.154,0.000346,0.079,0.537,125.069,14379998.0
5QVuf1MpdzFtFoJGwcKosa,Stay - On the Wings of Love Teleserye Theme,1vg8YXdgvLLPPeXZkM7g5W,Daryl Ong,0YOtu6QNH83HIjdWWI30qr,262086,2016-02-17,53,0.562,0.281,7.0,-8.813,1.0,0.0296,0.841,0.0,0.112,0.306,91.961,14344798.0
6bMSUhAmaAGTb5RTTuzWE3,Simpleng Tao,7HJDRQAfEcFiARVehhM6qD,Gloc 9,4OS6H3C1zimI6QPXA9MXvG,244600,2003-09-01,63,0.753,0.686,1.0,-5.994,1.0,0.0409,0.18,0.0153,0.0472,0.962,88.009,14307333.0
42nrX5b8ZUYRcw2puNY8tb,Titibo-Tibo,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,3fohbkMVPOLRdarrknL7QB,202452,2017-10-06,37,0.651,0.421,10.0,-7.658,1.0,0.0673,0.855,0.000109,0.0869,0.774,119.866,14218141.0
3gyEt1vswIEbpQqBs18Lha,Harana,2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,29tJR2oXdGAFHMQkcgPUmn,182200,1997,62,0.58,0.159,7.0,-22.087,1.0,0.0569,0.792,1.26e-06,0.108,0.424,151.419,14183532.0
44jJiCwGdnqqCkgqlvCIdp,Miloves (Otw Sayo),71hhKLR9oCOsHLdRIoQ5OU,King Badger,2Cn8NCS7dAmLMNat4xBL1R,242844,2020-03-09,50,0.766,0.514,11.0,-10.573,1.0,0.101,0.239,8.15e-06,0.0879,0.682,136.027,13860689.0
7mxm4xOU54u1ODM9fS9w2y,Torete,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,05rQadwAVYTpNNnBoeTuj0,272400,2018-02-19,53,0.25,0.389,2.0,-5.739,1.0,0.0304,0.328,0.0,0.172,0.225,174.765,13844084.0
54b8IPvheXDpro2VR2rWAS,Ivana,2EGJbNf0Hva2C2N6hvhMXD,Soulstice,10stEx5J17TekHdjeh9dOJ,246550,2020-01-06,2,0.87,0.483,8.0,-7.441,1.0,0.297,0.281,0.0,0.0526,0.611,100.012,13743952.0
5T8bLnWG8sg9ER8RKNZbCB,Before I Let You Go,0jarApAsbmiCkYhz0590mE,Freestyle,1UeL9KHbWPUf203QjU6NvN,289266,1998-09-26,5,0.655,0.348,4.0,-12.091,1.0,0.0356,0.176,0.0,0.161,0.0641,120.011,13661703.0
0dJPIIlTmVM0lambbFgAYq,Eroplanong Papel,4qFxP3qN9GsnZDOkAE6x2m,December Avenue,2xDMXQrLcUxzsAdpdlLPZh,303880,2017-03-20,65,0.471,0.647,0.0,-3.549,1.0,0.0347,0.00753,0.0,0.111,0.15,138.998,13617407.0
20JlaQj9irFjFb8X0SKKS7,Before It Sinks In,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,05rQadwAVYTpNNnBoeTuj0,263720,2018-02-19,66,0.542,0.392,1.0,-8.135,1.0,0.0355,0.605,0.0,0.0798,0.185,140.006,13499106.0
2oupN96VwNrbONyMtTWGjH,MOON,3lFMRWaEWZlfXdBig97kks,Nik Makino,16mhf5yYPCUXCr3zUrmBkO,211776,2022-03-04,74,0.809,0.463,11.0,-12.8,0.0,0.154,0.569,0.0,0.0786,0.382,128.963,13458746.0
3a22L5P9cix1HFNzjb3SpB,Sulyap,3r0NbTTxtCBUyxcIR4prXr,Jr Crown,651Y3kzsh0EK5I8iKLpGdJ,255530,2020-07-13,51,0.823,0.527,0.0,-10.771,1.0,0.091,0.455,0.0,0.0796,0.947,145.966,13441827.0
5sLGYJOhLP197nmkaRMMEH,Ngayong Gabi,2G7VQ1kVhVfNagytlousgm,Al James,51UmoT2xdda5pAZcRFMiot,267456,2017-08-14,64,0.865,0.628,2.0,-7.614,0.0,0.143,0.594,0.0,0.2,0.433,116.009,13362066.0
663vZfMh88Uo2bfTx6wiE4,Pelikula,09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,4Ufwb1ZIfcSK4GKGzfZipb,204693,2021-07-02,69,0.676,0.259,6.0,-12.127,1.0,0.0598,0.801,2.36e-05,0.115,0.314,75.031,13316582.0
0V9rj37SqxF06EOV809odq,Di Ka Sayang,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,272Ej3MRWKl2sMQ284qyxr,254000,2020-11-06,56,0.544,0.781,8.0,-4.86,1.0,0.0352,0.00781,8.38e-05,0.132,0.422,124.869,12837938.0
0SzvXb3BAWgTHACbIXGNPa,Halik,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,222680,2012,64,0.525,0.908,11.0,-3.33,1.0,0.0413,0.0139,0.0,0.253,0.628,126.041,12756150.0
4UgtdWy4dm7vMVIupUbtMm,Huling Sayaw - Acoustic,4GBFKKuwmZUnAJt6nBal7A,Kamikazee,0HYAcVSUVkfxzHKgHu6DqR,260253,2012,57,0.611,0.308,4.0,-7.999,1.0,0.0272,0.865,0.0,0.125,0.315,135.015,12748462.0
2KoWHNtJrbE0WxWfQjYjyu,Urong Sulong,4HPuFCMUiNcV4f3ew0flbZ,Alisson Shore,5PiVRsrfskS9xkti5BR9dL,267049,2018-08-06,0,0.713,0.342,2.0,-8.613,1.0,0.0802,0.554,7.61e-06,0.113,0.662,79.977,12744699.0
1MlQobUd4mVrouZ57qXQ9t,Isa lang,7uDdl5V5AETSFY7K3muu22,Arthur Nery,3UfTpuminIQO0oDidXgx9T,269256,2021-12-17,15,0.338,0.465,6.0,-8.445,0.0,0.101,0.781,0.0,0.0798,0.372,82.477,12700089.0
6TbDpqKCksZNJjriFhPum8,Could I Love You Any More (feat. Jason Mraz),2Xr7M6vawpp6zwKOMU7iBU,Reneé Dominique,1LYpuMBu82KpTYr6fALY3G,189500,2019-05-31,60,0.288,0.371,11.0,-8.001,1.0,0.0386,0.666,0.0,0.129,0.197,52.572,12607586.0
4Qs3DkTFVG1QiOwd0BUa9o,Wag Na Lang,7dxr6AabRWhsfYRyVJlErK,MC Einstein,2i6J4eUkAPnOSP6MECcNNJ,232380,2020-09-04,54,0.784,0.529,5.0,-5.156,0.0,0.0385,0.115,0.0,0.119,0.465,126.026,12603187.0
092cPwFlwBXdB3QF3X469W,Binhi,7uDdl5V5AETSFY7K3muu22,Arthur Nery,6oZQZu4rTUF0A8PtpZeLFF,216774,2019-10-25,68,0.46,0.311,5.0,-10.235,1.0,0.0319,0.961,0.000819,0.189,0.22,124.193,12507869.0
7aW2GrNlteWTwQZxX6LNjT,"Kahit Maputi Na Ang Buhok ko - From ""The Hows Of Us""",0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,0v4UIlXB8pda8iP9vUdV25,219689,2018-08-17,54,0.264,0.273,7.0,-8.651,1.0,0.0312,0.535,0.0,0.207,0.315,200.777,11597280.0
7iNMzfw2couNdTNXMYG2IR,Filipina Girl,43CiK1548VVp2DT95joswS,Billy Crawford,0bBU7EKITlqetuEdnRHepO,218133,2019-03-22,1,0.57,0.463,0.0,-7.655,1.0,0.317,0.663,0.0,0.092,0.499,119.675,11459140.0
14pj36HKHd6c72njvGVPWU,Pusong Ligaw,3RpJ6OyOnaXRFRXSirgQa6,Jericho Rosales,41S3W52qwH0oEKOx9ByH5t,246666,2009-01-01,59,0.608,0.417,7.0,-10.341,1.0,0.0276,0.645,6.69e-06,0.128,0.142,127.976,11416851.0
2qqte0XT0eFFVLuNP7Qena,Paano Ba Ang Magmahal,2GqX0GnrKdi6Z2X2OReYOK,Piolo Pascual,7mYRZAqHFz96uRPCi6yEUi,290246,2015-01-01,47,0.544,0.583,0.0,-6.446,1.0,0.0314,0.509,0.0,0.0436,0.157,144.052,11325853.0
4SN0eYjvqBmElFQxP0Inys,Sundo,0rZRTXEmmPmx6gt92tBqIc,Moira Dela Torre,05rQadwAVYTpNNnBoeTuj0,271320,2018-02-19,50,0.355,0.367,11.0,-7.047,0.0,0.0309,0.387,2.01e-06,0.0794,0.188,139.03,11222729.0
2xCkiGqGMkAIg6fQTag51C,Sino,30mZI7Hw2MhoarTVYxfyZM,Unique Salonga,0oEXZAhZrEhLUtgKcMaxPg,280426,2018-08-06,69,0.676,0.43,11.0,-10.563,1.0,0.0232,0.169,0.0309,0.109,0.226,104.982,11055649.0
57kqyESt7sfljPxFohKPR4,I'll Never Go,7ygtjsCTrCQZAYYPOne9uE,Erik Santos,1ZVbmjB35arVTLoiFPAxQl,265053,2008-11-03,60,0.444,0.327,11.0,-11.265,1.0,0.0334,0.684,0.0,0.0839,0.24,139.599,10691916.0
