track_id,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,streams,predicted_genre_id,predicted_genre,predicted_genre_prob,predicted_opm acoustic_prob,predicted_opm dance_prob,predicted_opm jazz_prob,predicted_opm rap_prob,predicted_opm reggae_prob,predicted_opm rock_prob
2ZiNCGDMapQzMtnPRVOKZI,Di Makatulog,0jKQrxK2zHqxyOAyIMrUQt,SUD,5rTKoqwiq0QSU31UV3AYSf,329396,2017-06-30,53,0.505,0.393,7.0,0.5651078265083598,1.0,0.027,0.257,5.1e-05,0.101,0.262,0.6205710712796999,26827937.0,5,opm rock,0.5671663667806753,0.26598138938493376,0.013258599088344179,0.08514282926312226,0.053901224488122776,0.01454959099480168,0.5671663667806753
3T8yMLawoliJaN1hAGFFmv,Sigurado,3wbCeEPAW6po7J46netxMT,Up Dharma Down,5bRwSxYckOjIw3oISF6MQk,339661,2017-01-02,27,0.757,0.669,11.0,0.6432759874000487,1.0,0.0385,0.295,0.0271,0.111,0.963,0.40688828678616096,879391.0,5,opm rock,0.5664664442408975,0.027968159181503742,0.07886559997311404,0.031313941285125726,0.09926770902898356,0.19611814629037486,0.5664664442408975
6KawczP7xc6xQRIpOqvpey,Tilaluha,3g7vYcdDXnqnDKYFwqXBJP,SB19,4JlsfnNH8MCDXR0ypy1zcm,237428,2020-07-31,51,0.463,0.456,0.0,0.7385994669251275,0.0,0.0279,0.826,0.000102,0.144,0.218,0.5809582117548978,29486.0,0,opm acoustic,0.5664285965088142,0.5664285965088142,0.03695352164803807,0.15239949276113685,0.0513134031961854,0.017899773362450046,0.1750052125233753
4g8lRiznlad8Vy4HR1J3B9,A Love To Last A Lifetime,4BNWanhw4AjSXjBm9L1Jzy,Juris,3iYp6l0qLDkLOpAxuTs2Jb,165067,2017-01-12,50,0.64,0.438,9.0,0.7102495759631695,1.0,0.0278,0.157,0.00134,0.144,0.449,0.2955332951229679,7174762.0,5,opm rock,0.5662695245083302,0.14856044404488683,0.021102899353806617,0.11369943386292046,0.11842373621811714,0.031943962011939143,0.5662695245083302
4Aor9l4tiok1Llkbu0vREb,Puhon,7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,3UIpxG2NXaGzMuA9rNQjSK,240167,2020-05-14,56,0.524,0.583,7.0,0.830627574509329,1.0,0.0717,0.403,0.0,0.0845,0.691,0.8416267194664445,493972.0,5,opm rock,0.5658981512334852,0.06599178155685048,0.022551627389381452,0.19556512956130298,0.06600495758332328,0.08398835267565684,0.5658981512334852
2OqQDFY4MgzkAoAZ67CscA,Sundo,6MXu7TWZnmykwkXiRJeUMh,Imago,2WNYwZg6JlIjSkQGq0fggk,243653,2007,62,0.493,0.515,9.0,0.7528955657862857,1.0,0.0232,0.468,1.27e-05,0.0873,0.334,0.19180517924135054,5580798.0,5,opm rock,0.5655008880648897,0.2844738045124275,0.02386965719651592,0.07558059882970165,0.030805105358747874,0.019769946037717194,0.5655008880648897
3VcVQmMivq2ISfKUmIuvMK,Rainbow,6ZgBJRjJsK1iOJGKGZxEUv,South Border,6bMej3xtNOTiiHLdhR4wzX,347120,2005-01-01,62,0.66,0.224,5.0,0.4197237702931913,1.0,0.0307,0.425,2.02e-06,0.101,0.382,0.24406653814089208,23860006.0,0,opm acoustic,0.5652808149817847,0.5652808149817847,0.01736774470684133,0.08735332466032847,0.04756168419673168,0.009572134529547919,0.27286429692476605
75UoXjRBibZdgsBdXxSpd1,King and Queen of Hearts,6SuhlH2L1NB53bBscBqAdu,David Pomeranz,0a87wgQQ0zSk6s7K288jiD,260893,2006-09-26,46,0.514,0.452,4.0,0.71785800823843,1.0,0.0276,0.201,0.0,0.0548,0.213,0.43933670279283044,37088.0,5,opm rock,0.5628048956040643,0.2512455236783917,0.011414473793607566,0.06797183400981244,0.08568897141881854,0.020874301495305145,0.5628048956040643
7EoLMCwL7LfLsLF8acLpih,Landas,28B54RKpJrEmDoGSTjsfY6,Magnus Haven,0Q66wsJckZoOdDhdMSlXvy,310481,2020-03-06,37,0.43,0.547,2.0,0.6939665616670707,1.0,0.0287,0.222,1.92e-06,0.0842,0.121,0.646773395164652,1536967.0,5,opm rock,0.5619374663423994,0.2979126445783844,0.010276382201741699,0.04686455831998349,0.05404277477398531,0.02896617378350628,0.5619374663423994
5otb0YFuK5z8ffisicdQfs,Elyu,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,0UeeygFdIo8k7PgxpLEGWI,226332,2021-08-29,52,0.51,0.435,9.0,0.8076084322752607,1.0,0.0267,0.0545,1.58e-06,0.0821,0.204,0.25739240308461864,204574.0,5,opm rock,0.5617912247442105,0.1771439908135568,0.01205472747407978,0.0717871477554041,0.1364084952465078,0.04081441396624083,0.5617912247442105
