artist_id,artist_name,total_followers,genres,popularity
1bqxdqvUtPWZri43cKHac8,MAX,763704,"['dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",69
163tK9Wjr9P9DmM0AVK7lm,Lorde,9863014,"['art pop', 'metropopolis', 'nz pop', 'pop', 'yakut pop']",76
1RyvyyTE3xzB2ZywiAwp0i,Future,12100381,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",88
6LuN9FCkKOj5PcnpouEgny,Khalid,15497390,"['pop', 'pop r&b']",85
1xHQO9GJIW9OXHxGBISYc5,Marian Hill,456486,['electropop'],55
4Q6nIcaBED8qUel8bBx6Cr,Jax Jones,1052506,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance', 'uk pop']",75
5yVM85m9yNcHO6o0vaaVxW,Daniel Padilla,474083,['opm'],53
4S9EykWXhStSc15wEx8QFK,Céline Dion,6523887,"['canadian pop', 'dance pop']",73
4N3cNXg5phUzRzuJYYxQlV,Emma Watson,77528,"['disney', 'hollywood', 'movie tunes', 'show tunes']",51
4tB1f1h4TQqDz4bNaibMpl,Emma Thompson,3343,['show tunes'],49
5lLVsxABqSuosfqAoLQeXV,Dan Stevens,5948,"['disney', 'hollywood', 'movie tunes', 'show tunes']",48
105Paee9vmV5rfLSG652e1,Ewan McGregor,31832,['hollywood'],53
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,24681358,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",88
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,36119512,"['dance pop', 'pop', 'uk pop']",88
2MoxYOhy9ooC8KRcdgIFif,Leroy Styles,3738,['dutch edm'],27
7DMveApC7UnC2NPfPvlHSU,Cheat Codes,2086842,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']",71
2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,21371327,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",88
0uGk2czvcpWQA383Im6ajf,Maggie Lindemann,1813240,"['alt z', 'dark pop', 'pop', 'post-teen pop']",65
6KImCVD70vtIoJWnq6nGn3,Harry Styles,23241166,['pop'],91
26VFTg2z8YR0cCuwLzESi2,Halsey,18318956,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",83
2cFrymmkijnjDg9SS92EPM,blackbear,4771418,"['electropop', 'pop', 'pop rap']",80
4u5smJBskI6Adzv08PuiUP,Kiiara,864765,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",61
74XFHRwlV6OrjEM0A2NCMF,Paramore,7087537,"['candy pop', 'pixie', 'pop emo', 'pop punk']",76
7ygtjsCTrCQZAYYPOne9uE,Erik Santos,636225,['opm'],51
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,1113190,"['indie folk', 'stomp and holler']",72
4TrraAsitQKl821DQY42cZ,Sigrid,646553,['norwegian pop'],62
0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,8306565,"['hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",82
6vXTefBL93Dj5IqAWq6OTv,French Montana,4645295,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76
7blkMNJv8n9ceP9zlA4W2U,Shawn Hook,61261,['canadian pop'],46
4xRYI6VqpkE3UwrDrAZL8L,Logic,5781845,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",77
4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,13742452,"['melodic rap', 'philly rap', 'rap', 'trap']",85
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,18935765,"['dance pop', 'pop']",81
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,9762442,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",65
4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,27933881,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",82
4iSU0hKfGnU2nscL5dLi9p,Claudia,22915,['pinoy r&b'],30
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,9776294,"['atl hip hop', 'hip hop', 'pop', 'rap']",78
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,7588864,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",73
4VkqlQl3hGhxjchI34xp2V,Thyro,11287,['opm'],46
1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,6876789,"['dance pop', 'pop', 'pop rap']",80
06HL4z0CvFAxyc27GXpf02,Taylor Swift,58439692,['pop'],94
2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,2392952,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",65
20gsENnposVs2I4rQ5kvrf,Sam Feldt,708594,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",73
1IueXOQyABrMOprrzwQJWN,Sigala,1458172,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk pop']",73
7lIVjtsgz0y1oRQFBAVNzq,Mayonnaise,916853,"['opm', 'pinoy rock']",55
41MozSoPIsD1dJM0CLPjZF,BLACKPINK,32268050,"['k-pop', 'k-pop girl group']",84
00TKPo9MxwZ0j4ooveIxWZ,Loote,192327,"['alt z', 'australian pop', 'dance pop', 'electropop', 'nyc pop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house', 'uk pop']",61
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,1923668,"['pop rap', 'seattle hip hop']",76
4DTbdShHu2RPYEEMUp2XWV,Anjulie,29781,['canadian pop'],56
6eouuqqGggqDlYRV63cgPo,Secondhand Serenade,929153,"['neo mellow', 'piano rock', 'pixie', 'pop punk', 'pop rock']",56
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,3379324,"['british soul', 'dance pop', 'europop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",65
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,9115277,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'uk pop']",73
1bj5GrcLom5gZFF5t949Xl,Martin Solveig,1204113,"['dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'tropical house', 'vocal house']",65
6V03b3Y36lolYP2orXn8mV,98º,398558,"['boy band', 'dance pop', 'pop rock']",54
5DK8eK7fjvRsziXzyr3sFA,Moon Taxi,175499,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",51
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,35202120,"['reggaeton', 'reggaeton colombiano', 'trap latino']",88
6LqNN22kT3074XbTVUrhzX,Kesha,7420789,"['dance pop', 'pop', 'post-teen pop']",76
1LOB7jTeEV14pHai6EXSzF,Cash Cash,661733,"['dance pop', 'edm', 'electro house', 'electropop', 'electropowerpop', 'pop', 'pop dance', 'pop edm', 'tropical house']",63
6S2OmqARrzebs0tKUEyXyp,Demi Lovato,23175984,"['dance pop', 'pop', 'post-teen pop']",81
3cjEqqelV9zb4BYE3qDQ4O,EXO,9138161,"['k-pop', 'k-pop boy group']",69
0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,20976696,"['rap', 'slap house']",87
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1536643,[],0
57WHJIHrjOE3iAxpihhMnp,Louis Tomlinson,6374592,"['pop', 'post-teen pop']",69
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,7592600,"['east coast hip hop', 'hip hop', 'rap']",83
6hIZBf6t4Yy8Lrqj7vPYTr,Jake Zyrus,14516,['opm'],26
25uiPmTg16RbhZWAqwLBy5,Charli XCX,2656125,"['art pop', 'candy pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'uk pop']",77
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,3261407,"['belgian dance', 'belgian edm', 'big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",70
1URnnhqYAYcrqrcwql10ft,21 Savage,11631305,"['atl hip hop', 'rap', 'trap']",86
5he5w2lnU9x7JFhnwcekXX,Skrillex,7979097,"['brostep', 'complextro', 'edm', 'electro']",75
1vCWHaC5f2uS3yhpwWbIA6,Avicii,22047767,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",80
2XHTklRsNMOOQT56Zm3WS4,Parokya Ni Edgar,2893283,"['opm', 'pinoy reggae', 'pinoy rock']",62
1KCSPY1glIKqW2TotWuXOR,P!nk,13634706,"['dance pop', 'pop']",79
2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,2193111,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",62
7FgMLbnZVrEnir95O0YujA,Five For Fighting,759232,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock']",59
1YlibpAvhJBbMZMBwN1KGv,The Juans,844696,['opm'],55
3XEHRbR9NMWfNzQ6TQMS9M,Caleb Santos,37192,"['acoustic opm', 'opm']",49
7LvDTuFCBv08xm6u1pOMK0,TJ Monterde,1026052,"['cdo indie', 'opm', 'pinoy singer-songwriter']",57
7tYKF4w9nC0nq9CsPZTHyP,SZA,8362792,"['pop', 'r&b', 'rap']",83
09Xydf4dlkr29dH99DmsvQ,Janine Teñoso,343580,"['opm', 'pinoy singer-songwriter']",54
1ZTdxfZTeztyAgKUJVLxAI,Rivermaya,1505325,"['opm', 'pinoy rock', 'pop rock']",57
1PbBg2aYjWLKRk84zJK15x,Echosmith,586195,['indie poptimism'],61
4kYSro6naA4h99UJvo89HB,Cardi B,20347515,"['dance pop', 'pop', 'rap']",80
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,16848828,"['dance pop', 'pop', 'r&b']",87
20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,3453328,"['canadian contemporary r&b', 'pop', 'r&b']",77
0eecdvMrqBftK0M1VKhaF4,CNCO,9151985,"['boy band', 'latin pop', 'reggaeton']",70
3AVfmawzu83sp94QW7CEGm,Astrid S,1256695,"['alt z', 'dance pop', 'norwegian pop', 'pop', 'tropical house', 'uk pop']",67
4YXycRbyyAE0wozTk7QMEq,Matoma,706161,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'tropical house']",66
15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,37894864,"['emo rap', 'miami hip hop']",87
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,1325737,"['modern rock', 'rock']",64
7cTXfwpe9peK0UE1bZyIWZ,Pinkfong,172409,"['cartoon', ""children's music"", 'dong-yo']",65
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,2388315,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",76
2JyWXPbkqI5ZJa3gwqVa0c,Craig David,800162,"['british soul', 'dance pop', 'r&b', 'urban contemporary']",65
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,1950637,"['dance rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",68
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,9532160,"['emo', 'modern rock']",77
2o5jDhtHVPhrJdv3cEQ99Z,Tiësto,6494148,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",82
6fOMl44jA4Sp5b9PpYCkzz,NF,7424015,"['hip hop', 'pop rap', 'rap']",79
3wyVrVrFCkukjdVIdirGVY,Lil Pump,7916189,"['emo rap', 'miami hip hop', 'rap', 'trap', 'viral rap']",66
2ZRQcIgzPCVaT9XKhXZIzh,Gryffin,846249,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",72
3hyEbRtp617pNCuuQjyOmc,Lost Kings,368555,"['edm', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",59
2iB7AJhJmkWkkehY9ccB0j,Ex Battalion,2558974,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']",54
7dGJo4pcD2V6oG8kP0tJRR,Eminem,59101810,"['detroit hip hop', 'hip hop', 'rap']",90
7eCmccnRwPmRnWPw61x6jM,SHY Martin,261169,"['alt z', 'australian pop', 'electropop', 'pop', 'post-teen pop', 'swedish electropop']",63
5dHt1vcEm9qb8fCyLcB3HL,A$AP Ferg,3343072,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",71
1z4g3DjTBBZKhvAroFlhOM,Red Velvet,7451734,"['k-pop', 'k-pop girl group']",72
5ebPSE9YI5aLeZ1Z2gkqjn,Clara Benin,119464,"['opm', 'pinoy indie', 'pinoy singer-songwriter']",47
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,8142047,"['dance pop', 'pop', 'r&b', 'urban contemporary']",76
5fMUXHkw8R8eOP2RNVYEZX,Diplo,2498156,"['edm', 'electro house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",79
47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,1009021,"['edm', 'electro house', 'electronic trap', 'pop dance']",63
7FNnA9vBm6EKceENgCGRMb,Anitta,12149469,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']",81
3EXdLajEO02ziZ90P90bSW,Lil Xan,2242150,['emo rap'],59
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,2420097,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",78
4GBFKKuwmZUnAJt6nBal7A,Kamikazee,1157804,"['opm', 'pinoy pop punk', 'pinoy rock']",57
1EHAbA1GMYOfkh9ds9eNfS,Jose Mari Chan,331149,"['classic opm', 'opm', 'soft rock']",57
2G7VQ1kVhVfNagytlousgm,Al James,836379,"['opm', 'pinoy alternative rap', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",62
4sj6D0zlMOl25nprDJBiU9,Andy Williams,443483,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold']",57
5lpH0xAS4fVfLkACg9DAuM,Wham!,2018306,"['dance pop', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",66
1GlMjIezcLwV3OFlX0uXOv,Lea Salonga,160340,"['hollywood', 'movie tunes', 'show tunes', 'tagalog worship']",59
4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5888105,['opm'],71
0LyfQWJT6nXafLPZqxe9Of,Various Artists,1536643,[],0
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,9942222,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",76
26dSoYclwsYLMAKD3tpOr4,Britney Spears,11280062,"['dance pop', 'pop']",81
0GnuCXvnvVtX5DShryuyp9,Aiza Seguerra,518187,['opm'],48
0RHiqaoRCsFLPeEuj3OQz4,Gary Valenciano,873843,"['classic opm', 'opm', 'papuri', 'pinoy praise']",52
2H4bbbOohoe9zhqEsiRi7j,ABS-CBN Music All Star,8561,[],49
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,275183,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']",55
2iE18Oxc8YSumAU232n4rW,The Jackson 5,1288262,"['motown', 'soul']",65
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,24988,[],47
6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,5135970,"['canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'uk pop']",71
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,410664,"['adult standards', 'easy listening', 'lounge']",55
11W91yRxIo7Mw75LClgrGx,Lyca Gairanod,26250,['deep talent show'],35
2aiQfmxcWSx7RrqSVbhiFX,Maria Aragon,902,[],26
7vjoSmk5jVvRXNiKIDMox1,Alisah Bonaobra,3873,[],25
0YaTdozvKSQ2UkOTTONmSJ,Rachelle Ann Go,442023,['opm'],49
6jtan6NPL80JFme8IkFiy7,Janice Javier,2426,[],28
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,1892156,"['adult standards', 'lounge', 'vocal jazz']",65
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,148745,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",48
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,2167407,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",66
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,5501101,"['dance pop', 'pop']",72
5EUahD2aecNM2phblhyVFi,Bamboo,7024,[],28
26AHtbjWKiwYzsoGoUZq53,Pentatonix,3368930,['a cappella'],64
0SG7a26LiFGt8E0olaIOpx,Acapellago,2699,[],11
7AKHnZVqwXYuUwWJ8UGL5q,Girls' Generation-TTS,566200,"['k-pop', 'k-pop girl group']",40
0SCbttzoZTnLFebDYmAWCm,Glee Cast,1485362,"['glee club', 'hollywood', 'post-teen pop']",71
65kpH75MFCBJhLy7qvVl6A,Aegis,205047,"['classic opm', 'opm']",46
3wNylAjJX1PiCpMKx8Lrfp,Regine Velasquez,1435604,"['classic opm', 'dance pop', 'opm']",57
35S20clEkkSNUo23ViaslZ,Band Aid,22523,['musical advocacy'],39
4w9rFB4pUAUO3OloDQ6wn7,Jamie Rivera,123451,"['classic opm', 'opm', 'papuri', 'pinoy praise']",45
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,5770589,"['adult standards', 'easy listening', 'lounge']",74
2jnIB6XdLvnJUeNTy5A0J2,Why Don't We,3307358,"['australian pop', 'boy band', 'dance pop', 'pop', 'post-teen pop', 'uk pop']",71
0u4G1K1CSzcp5PZ6G6FIGu,Darren Espanto,443440,['opm'],45
3qZNpgS5OAdktfruSjjLeY,Benni Sparks,679,[],17
6Paz0vXJJ9bCPf0fEm3qzg,Dagny,152996,"['electropop', 'norwegian pop', 'tropical house']",59
0XNvr6bnNywV946ZKaJtr0,Joakim Lundell,129435,['swedish pop'],47
0lslA51eKXwTUY0TSX9Emy,Marion Aunor,33650,['opm'],40
5Xcbv83o11Ez2XPHa1n8Pf,AmPm,45033,['japanese dance pop'],44
62Jfwxon19ZOT9eSL6bvtY,Sweater Beats,42652,"['gauze pop', 'vapor twitch']",41
2TX325jFbZFpe2OGZNo4Lx,Markus,3963,['pinoy singer-songwriter'],29
3koiLjNrgRTNbOwViDipeA,Marvin Gaye,4686535,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']",72
3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,24040738,"['pop', 'r&b', 'soul']",81
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2582254,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']",72
2JLqTvFXmC87BksiCsBezV,Matt Terry,125112,"['talent show', 'uk pop']",43
1EUmQM6xgUQLUkJVcvSdey,Orange & Lemons,758636,"['opm', 'pinoy indie', 'pinoy rock']",55
3xbpJdoJDLAfYn3ZeLlukg,Bosx1ne,147917,"['pinoy hip hop', 'pinoy r&b', 'tagalog rap']",50
2U5mF0PZqGu6glnz55yY0y,John Roa,1204096,['opm'],57
6U1dBXJhC8gXFjamvFTmHg,Zac Efron,751102,"['hollywood', 'pop', 'post-teen pop', 'show tunes']",68
0touaoSr4QOLYxBJ9lmGgK,Karencitta,137678,"['pinoy edm', 'pinoy r&b', 'pinoy trap', 'vispop']",39
7HV2RI2qNug4EcQqLbCAKS,Keala Settle,145320,"['broadway', 'hollywood', 'show tunes']",64
7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,3019290,"['irish rock', 'pop rock', 'rock']",71
17Do37U0HEbxu1tOrKH8dL,Nadine Lustre,217829,"['opm', 'pinoy r&b']",47
6ogIjp0fsbUxlqy9q2rvrT,Shanti Dope,1263385,"['opm', 'pinoy hip hop', 'pinoy r&b', 'pinoy trap', 'tagalog rap']",58
4WN5naL3ofxrVBgFpguzKo,Rudimental,1334330,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky', 'uk pop']",68
3mPc8WGusz2XF3Tvs3AKCR,Carlie Hanson,403809,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",51
4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,5120760,"['dance pop', 'electropop', 'pop']",73
0LyOADBjj28cbvJWTXUEGA,Loren Allred,111679,"['deep talent show', 'hollywood', 'movie tunes']",58
2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,10350,['show tunes'],56
5F1aoppMtU3OMiltO8ymJ2,Hugh Jackman,568535,"['hollywood', 'show tunes']",66
4k9wp4ipHdA1bu1T4x1ZTG,IV Of Spades,2108491,"['opm', 'pinoy trap']",65
2LAqcqAQ8KPTsl1HBgBrqM,Michelle Williams,9624,['hollywood'],58
6Y20PijIkUoCtuvtkz37dO,Austyn Johnson,5473,['show tunes'],44
0vqJkZ0RpLZixt3lTmD8vP,Whethan,248297,"['edm', 'electropop', 'hyperpop', 'indie poptimism', 'vapor twitch']",62
6k0IBR0lU42s2GYpNX7kA9,Brian McKnight,1292109,"['contemporary r&b', 'dance pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",59
3NRFinRTEqUCfaTTZmk8ek,Savage Garden,1051759,"['australian pop', 'boy band', 'dance pop', 'europop', 'pop rock']",63
4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,111461,[],44
2NzWRNaaLByHyI3wpuec8P,Jim Brickman,103328,"['new age', 'new age piano']",55
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,1380155,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap', 'viral rap']",61
5IcR3N7QB1j6KBL8eImZ8m,ScHoolboy Q,4242811,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",72
28ExwzUQsvgJooOI0X1mr3,Jay Rock,1289163,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",70
4qFxP3qN9GsnZDOkAE6x2m,December Avenue,4863768,"['opm', 'pinoy pop punk']",63
5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,8809475,"['boy band', 'dance pop', 'pop', 'post-teen pop']",78
6ueGR6SWhUJfvEhqkvMsVs,Janelle Monáe,1246995,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'r&b']",65
23zg3TcAtWQy7J6upgbUnj,Usher,9969869,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']",78
0b1sIQumIAsNbqAoIClSpy,j-hope,11691365,"['k-pop', 'k-rap']",75
38CvLGTsjtoloDgv3OKQp8,Robinson,96663,"['alt z', 'australian pop', 'nz pop', 'uk pop']",49
3Hvxz2oZPYuo61ChHKcqQI,Autotelic,198973,"['opm', 'pinoy indie', 'pinoy rock']",40
5RR0MLwcjc87wjSw2JYdwx,MOMOLAND,3448450,"['k-pop', 'k-pop girl group']",56
6beUvFUlKliUYJdLOXNj9C,King Princess,1577104,"['alt z', 'art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop']",61
3Isy6kedDrgPYoTS1dazA9,Sean Paul,4024982,"['dance pop', 'dancehall', 'pop rap']",79
4mrrcDjpjUq27YEGwlisgs,Gracenote,37372,"['opm', 'pinoy indie', 'pinoy rock']",41
1tqhsYv8yBBdwANFNzHtcr,Lil Dicky,1904249,"['comedy rap', 'pop rap', 'rap']",62
3EOEK57CV77D4ovYVcmiyt,Dennis Lloyd,613538,['israeli pop'],66
33W1pnW9zScZtYTnAoWnOT,Mr. Probz,320123,"['dutch hip hop', 'tropical house']",64
5wPoxI5si3eJsYYwyXV4Wi,N.E.R.D,761211,"['hip hop', 'virginia hip hop']",58
1pPmIToKXyGdsCF6LmqLmI,Rich The Kid,2878516,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap', 'vapor trap']",68
5jAMCwdNHWr7JThxtMuEyy,NOTD,243654,"['dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']",67
3JXpwnHbLvXxY99EuXqFPX,Poo Bear,43613,['pop r&b'],59
7n2Ycct7Beij7Dj7meI4X0,TWICE,14761142,"['k-pop', 'k-pop girl group']",82
3CjlHNtplJyTf9npxaPl5w,CHVRCHES,1313568,"['electropop', 'metropopolis', 'neo-synthpop', 'shimmer pop']",64
2KU7pJgPoJC3uwJRZPYQ8G,BATE,1335,['malaysian indie'],28
25tMQOrIU4LlUo6Sv8v5SE,Gavin James,668129,"['irish pop', 'neo mellow', 'pop']",62
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,17821251,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",85
5iNrZmtVMtYev5M9yoWpEq,Seeb,300218,"['dance pop', 'edm', 'electro house', 'norwegian pop', 'pop', 'pop dance', 'pop edm', 'tropical house', 'uk pop']",68
63gbXCha1jpkrJJ9K5gGpR,ELI,29721,['german pop'],44
3zDRCqOhJXJfS2YWOEwGMC,Christopher,233670,['danish pop'],57
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,26017989,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']",86
6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,68269341,"['art pop', 'electropop', 'pop']",88
1frSJ3BwjRHE9jgMRQV5wC,Zookeepers,8195,['bass trap'],45
7aD2Ni3fUu66gklUFlvJi5,Kyle Juliano,192340,['opm'],49
2ZuweXv0TkfsidZOLZZoM2,HEDEGAARD,69148,"['danish electronic', 'scandipop']",57
4ScCswdRlyA23odg9thgIO,Jess Glynne,2817176,"['australian pop', 'dance pop', 'neo mellow', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",72
39rKElzF7q6K4O2flycSEc,Chlara,45596,"['channel pop', 'viral pop']",48
2gBjLmx6zQnFGQJCAQpRgw,Nelly,2228052,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",74
5vBSrE1xujD2FXYRarbAXc,Years & Years,1921451,"['dance pop', 'edm', 'electropop', 'gauze pop', 'pop', 'pop dance', 'tropical house', 'uk pop']",70
2DaxqgrOhkeH0fpeiQq2f4,Oasis,7698364,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'pop rock', 'rock']",75
2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,4017128,"['hip hop', 'pop']",81
3mIj9lX2MWuHmhNCA7LSCW,The 1975,5779090,"['modern alternative rock', 'modern rock', 'pop', 'rock']",76
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,25551153,"['chicago rap', 'melodic rap']",89
5K4W6rqBFWDnAN6FQUkS6x,Kanye West,18150792,"['chicago rap', 'rap']",91
5cYJYBMg1n71v7cvthr1SO,The Itchyworms,1040748,"['opm', 'pinoy rock']",56
5IH6FPUwQTxPSXurCrcIov,Alec Benjamin,3773319,"['alt z', 'dream smp', 'electropop', 'pop']",76
7uMh23xWiuR7zsNkuNcm2G,MNEK,273158,"['uk contemporary r&b', 'uk dance', 'uk pop']",72
1ySGjTzzgiL3khDY9awOGU,Andrea Babierra,1730,['opm'],21
1AhjOkOLkbHUfcHDSErXQs,88rising,840167,"['asian american hip hop', 'pop']",69
